brand|cpu|graphics|hd|lastUpdated|link|model|price|ram|screenSize|store|title|upc
Lenovo|Intel Celeorn N2920||16|2019-09-28 07:08|https://www.frys.com/product/9914936?site=sr:SEARCH:MAIN_RSLT_PG|TP11eCel.N2920|149|4|11.6|Fry's|"Lenovo TP 11e 11.6'" Refurbished Chromebook With Intel Celeorn N2920 Processor, 4GB Memory, 16GB Storage, Chrome OS"|696897764240
HP|Intel Ci5-3427U||180|2019-09-28 07:08|https://www.frys.com/product/9647553?site=sr:SEARCH:MAIN_RSLT_PG|9470Ci5-3427U|399|8|14.0|Fry's|"HP 9470 14'" Refurbished Laptop With Intel Ci5-3427U Processor, 8GB Memory, 180GB SSD, Windows 10 **90 Days Warranty**"|696897734533
Dell|AMD Ryzen 5 2500U||1000|2019-09-28 07:08|https://www.frys.com/product/9922656?site=sr:SEARCH:MAIN_RSLT_PG|Insp.5000Ryzen5|599|8|15.6|Fry's|"Dell i5575-A217SLV-PUS 15.6'" FHD Laptop With AMD Ryzen 5 2500U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|884116293217
Lenovo|Intel Ci5-4300M||120|2019-09-28 07:08|https://www.frys.com/product/9841165?site=sr:SEARCH:MAIN_RSLT_PG|TPT440Pi5-4300M|349|8|14.0|Fry's|"Lenovo TP T440P 14'" Refurbished Laptop With Intel Ci5-4300M Processor, 8GB Memory, 120GB SSD, Windows 10"|696897751301
Lenovo|Intel Ci5-3320M||120|2019-09-28 07:08|https://www.frys.com/product/9841065?site=sr:SEARCH:MAIN_RSLT_PG|TPX230i5-3320M|279|4|12.5|Fry's|"Lenovo TP X230 12.5'" Refurbished Laptop With Intel Ci5-3320M Processor, 4GB Memory, 120GB SSD, Windows 10"|696897751325
Dell|AMD Ryzen5 3500U||""|2019-09-28 07:08|https://www.frys.com/product/9922666?site=sr:SEARCH:MAIN_RSLT_PG|Insp14Ryzen53500U|699|8|14.0|Fry's|"Dell i5485-A094SLV-PUS 14'" FHD Laptop With AMD Ryzen5 3500U Processor, 8GB Memory, 256GB SSD, Radeon Vega8 R5 Graphics, Windows 10"|884116315094
HP|Intel Ci7-8550U||1000|2019-09-28 07:08|https://www.frys.com/product/9914906?site=sr:SEARCH:MAIN_RSLT_PG|17-by0063i7-8550U|699|8|17.3|Fry's|"HP 17-by0063cl 17.3'" Refurbished Touchscreen Laptop With Intel Ci7-8550U Processor, 8GB Memory, 1TB Hard Drive, Windows 10 - Pale Gold & Ash Silver"|192545877015
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914926?site=sr:SEARCH:MAIN_RSLT_PG|15-da0021i5-8250U|599|8|15.6|Fry's|"HP 15-da0021cy 15.6'" Refurbished Touchscreen Laptop With Intel Ci5-8250U Processor, 8GB Memory, 16GB Optane Memory, 1TB Hard Drive, Windows 10 - Rose Gold"|193015924024
HP|AMD Ryzen R3 2200U||1000|2019-09-28 07:08|https://www.frys.com/product/9856025?site=sr:SEARCH:MAIN_RSLT_PG|15-db0051R32200U|399|8|15.6|Fry's|"HP 15-db0051 15.6'" Refurbished Laptop With AMD Ryzen R3 2200U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|192545876735
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9939166?site=sr:SEARCH:MAIN_RSLT_PG|15-cr0087Ci5-8250U|649|8|15.6|Fry's|"HP 15-cr0087cl 15.6'" 2-in-1 Touchscreen Refurbished Laptop With Intel Ci5-8250U Processor, 8GB Memory, 1TB Hard Drive + 16GB Optane Memory, Windows 10 - PaleGold Ash Silver"|193015565371
HP|AMD Ryzen 5 2500U||256|2019-09-28 07:08|https://www.frys.com/product/9911536?site=sr:SEARCH:MAIN_RSLT_PG|15-bq213Ryzen52500|649|8|15.6|Fry's|"HP 15-bq213cl 15.6'" Refurbished Touchscreen 2-in-1 Laptop With AMD Ryzen 5 2500U Processor, 8GB Memory, 256GB SSD, Windows 10"|193015864566
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9814085?site=sr:SEARCH:MAIN_RSLT_PG|15-cs0053i5-8250U|599|12|15.6|Fry's|"HP Pavilion 15-cs0053 15.6'" Touchscreen Refurbished Laptop With Intel Ci5-8250U Processor, 12GB Memory, 1TB Hard Drive, Windows 10"|192545671026
Lenovo|Intel Celeron N2930||320|2019-09-28 07:08|https://www.frys.com/product/9686093?site=sr:SEARCH:MAIN_RSLT_PG|ThinkpadYoga11E|199|4|11.6|Fry's|"Lenovo Refurbished Thinkpad Yoga 11E 11.6'" Touchscreen 2-in-1 Laptop With Intel Celeron N2930 Processor, 4GB memory, 320GB HD and Windows10 Home"|696897736896
Acer|Ryzen 3 2200U||1000|2019-09-28 07:08|https://www.frys.com/product/9914666?site=sr:SEARCH:MAIN_RSLT_PG|A315-RFRyzen32200U|449|8|15.6|Fry's|"Acer A315-41-R3RF 15.6'" Laptop With Ryzen 3 2200U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|191114710968
Lenovo|AMD A6-9225||1000|2019-09-28 07:08|https://www.frys.com/product/9778624?site=sr:SEARCH:MAIN_RSLT_PG|Idea330A6-9225|399|8|15.6|Fry's|"Lenovo Ideapad 330 15.6'" Laptop With AMD A6-9225 Processor, 8GB Memory, 1TB Hard Drive and Windows 10"|193268599833
Acer|Ryzen 5 2500U||256|2019-09-28 07:08|https://www.frys.com/product/9914786?site=sr:SEARCH:MAIN_RSLT_PG|A315-98Ryzen52500U|529|8|15.6|Fry's|"Acer A315-41-R98U 15.6'" Laptop With Ryzen 5 2500U Processor, 8GB Memory, 256GB SSD, Windows 10"|191114925553
HP|AMD Ryzen3 2200U||1000|2019-09-28 07:08|https://www.frys.com/product/9930236?site=sr:SEARCH:MAIN_RSLT_PG|15-db0004Ryz32200U|399|8|15.6|Fry's|"HP 15-db0004dx 15.6'" Refurbished Laptop With AMD Ryzen3 2200U Processor, 8GB Memory, 1TB Hard Drive, DVD-RW, Windows 10"|193015125926
HP|AMD Ryzen5 2500U||128|2019-09-28 07:08|https://www.frys.com/product/9930226?site=sr:SEARCH:MAIN_RSLT_PG|15-db0005Ryz52500U|479|8|15.6|Fry's|"HP 15-db0005dx 15.6'" Touchscreen Refurbished Laptop With AMD Ryzen5 2500U Processor, 8GB Memory, 128GB SSD, DVD-RW, Windows 10"|193015125933
Lenovo|Intel Ci5-520M||160|2019-09-28 07:08|https://www.frys.com/product/9721544?site=sr:SEARCH:MAIN_RSLT_PG|FY696897743115|217|4|14.1|Fry's|"Lenovo T410 14.1'" Refurbished Laptop With Intel Ci5-520M Processor, 4GB Memory, 160GB Hard Drive and Windows 10"|696897743115
Dell|AMD Ryzen 3 3200U||128|2019-09-28 07:08|https://www.frys.com/product/9943646?site=sr:SEARCH:MAIN_RSLT_PG|i5485-A186R3-3200U|399|4|14.0|Fry's|"Dell i5485-A186SLV-PUS 14'" Laptop With AMD Ryzen 3 3200U Processor, 4GB Memory, 128GB SSD, Windows 10S"|884116315186
Lenovo|Intel Celeron N2940||128|2019-09-28 07:08|https://www.frys.com/product/9814445?site=sr:SEARCH:MAIN_RSLT_PG|TPYoga11eInt.Cel|199|4|11.6|Fry's|"Lenovo Thinkpad Yoga 11e 11.6'" 2-in-1 Touchscreen Refurbished Laptop With Intel Celeron N2940 Processor, 4GB Memory, 128GB SSD, Windows 10 Pro"|678021763220
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914896?site=sr:SEARCH:MAIN_RSLT_PG|17-by0062i5-8250U|549|8|17.3|Fry's|"HP 17-by0062cl 17.3'" Refurbished Laptop With Intel Ci5-8250U Processor, 8GB Memory, 1TB Hard Drive, Windows 10. Silver"|192545877008
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914916?site=sr:SEARCH:MAIN_RSLT_PG|15-da0022i5-8250U|549|8|15.6|Fry's|"HP 15-da0022cy 15.6'" Refurbished Touchscreen Laptop With Intel Ci5-8250U Processor, 8GB Memory +16GB Optane Memory, 1TB Hard Drive, Windows 10 Office 365 Personal 1 Yr - White"|193015923980
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914976?site=sr:SEARCH:MAIN_RSLT_PG|15-da0020i5-8250U|549|8|15.6|Fry's|"HP 15-da0020cy 15.6'" Refurbished Touchscreen Laptop With Intel Ci5-8250U Processor, 8GB Memory, 1TB Hard Drive + 16GB Optane, Windows 10 - Blue"|193015924017
Dell|New Intel 9th Generation Intel® Core||1000|2019-09-28 07:08|https://www.frys.com/product/9896625?site=sr:SEARCH:MAIN_RSLT_PG|G7790i7-9750H|1999|16|17.3|Fry's|"Dell G7790-7940GRY-PUS 17.3'" Gaming Laptop With New Intel 9th Generation Intel® Core'" i7-9750H Processor, 16GB Memory, 1TB Hard Drive, 256GB SSD, RTX2070 8GB Graphics, Windows 10"|884116315940
Acer|Ryzen 5 2500U||1000|2019-09-28 07:08|https://www.frys.com/product/9914776?site=sr:SEARCH:MAIN_RSLT_PG|A315-BWRyzen52500U|549|12|15.6|Fry's|"Acer A315-41-R3BW 15.6'" Laptop With Ryzen 5 2500U Processor, 12GB Memory, 1TB Hard Drive, Windows 10"|191114906934
Dell|Intel Ci5-3320m||250|2019-09-28 07:08|https://www.frys.com/product/9907916?site=sr:SEARCH:MAIN_RSLT_PG|E6230i5-3320m|197|4|12.5|Fry's|"Dell E6230 12.5'" Refurbished Laptop With Intel Ci5-3320m Processor, 4GB Memory, 250GB Hard Drive, Windows 10"|696897763632
HP|Intel Ci5-8265U||1000|2019-09-28 07:08|https://www.frys.com/product/9911526?site=sr:SEARCH:MAIN_RSLT_PG|14-ba253cli5-8265U|574|8|14.0|Fry's|"HP 14-ba253cl 14'" Refurbished Touchscreen 2-in-1 Laptop With Intel Ci5-8265U Processor, 8GB Memory, 1TB Hard Drive +16GB Optane Memory, Windows 10"|193015985872
HP|AMD A9-9425||2000|2019-09-28 07:08|https://www.frys.com/product/9841135?site=sr:SEARCH:MAIN_RSLT_PG|17-ca0010A9-9425|449|8|17.3|Fry's|"HP 17-ca0010 17.3'" Touchscreen Refurbished Laptop With AMD A9-9425 Processor, 8GB Memory, 2TB Hard Drive, DVDRW, Windows 10, MS Office 365"|193015986350
Dell|Intel Ci7-8565U||512|2019-09-28 07:08|https://www.frys.com/product/9851135?site=sr:SEARCH:MAIN_RSLT_PG|Insp145482i7-8565U|1199|16|14.0|Fry's|"Dell i5482-7120SLV-PUS 14'" 2-in-1 Touchscreen Laptop With Intel Ci7-8565U Processor, 16GB Memory, 512GB SSD, Windows 10"|884116313120
Dell|Intel Ci7-8565U||1000|2019-09-28 07:08|https://www.frys.com/product/9850665?site=sr:SEARCH:MAIN_RSLT_PG|Insp153580i7-8565U|799|8|15.6|Fry's|"Dell i3580-7445BLK-PUS 15.6'" Laptop With Intel Ci7-8565U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|884116315445
Dell|Intel Ci5-8265U||256|2019-09-28 07:08|https://www.frys.com/product/9851405?site=sr:SEARCH:MAIN_RSLT_PG|Insp145481i58265U|749|8|14.0|Fry's|"Dell i5481-5684GRY-PUS 14'" 2-in-1 Touchscreen Laptop With Intel Ci5-8265U Processor, 8GB Memory, 256GB SSD, Windows 10S"|884116314684
Dell|Intel Ci7-8565U||256|2019-09-28 07:08|https://www.frys.com/product/9876535?site=sr:SEARCH:MAIN_RSLT_PG|Insp155000i78565|849|8|15.6|Fry's|"Dell i5584-7851SLV-PUS 15.6'" Laptop With Intel Ci7-8565U Processor, 8GB Memory, 256GB SSD , Windows 10"|884116314851
Dell|Intel i3-8145U||128|2019-09-28 07:08|https://www.frys.com/product/9851315?site=sr:SEARCH:MAIN_RSLT_PG|Insp145481i3-8145U|419|4|14.0|Fry's|"Dell i5481-3236GRY-PUS 14'" 2-in-1 Touchscreen Laptop With Intel i3-8145U Processor, 4GB Memory, 128GB SSD, Windows 10S"|884116313236
Samsung|Intel Ci7-8565U||512|2019-09-28 07:08|https://www.frys.com/product/9922836?site=sr:SEARCH:MAIN_RSLT_PG|NB9Peni7-8565U|1399.99|8|13.3|Fry's|"Samsung NP930SBE-K01US 13.3'" 2-in-1 Touchscreen Laptop With Intel Ci7-8565U Processor, 8GB Memory, 512GB SSD, Windows 10"|887276319933
Dell|Intel New 9th Generation Intel® Core||1000|2019-09-28 07:08|https://www.frys.com/product/9896615?site=sr:SEARCH:MAIN_RSLT_PG|G5590i5-9300H|999|8|15.6|Fry's|"Dell G5590-5926 15.6'" Laptop With Intel New 9th Generation Intel® Core'" i5-9300H Processor, 8GB Memory, 1TB Hard Drive +128GB SSD, GTX 1650 4GB Graphics, Windows 10 - BLACK"|884116315926
Dell|9th Generation Intel® Core||1000|2019-09-28 07:08|https://www.frys.com/product/9896595?site=sr:SEARCH:MAIN_RSLT_PG|G5590-i7-9750HBLK|1249|16|15.6|Fry's|"Dell G5590-7872BLK-PUS 15.6'" Full HD Gaming Laptop With 9th Generation Intel® Core'" i7-9750H, 16GB Memory, 128GB SSD+ 1TB Hard Drive, NVIDIA GTX1660Ti 6GB Graphics and Windows 10, BLACK"|884116315872
Dell|9th Generation Intel® Core||1000|2019-09-28 07:08|https://www.frys.com/product/9896605?site=sr:SEARCH:MAIN_RSLT_PG|G5590-i79750HWHT|1249|16|15.6|Fry's|"Dell G5590-7889WHT-PUS 15.6'" Full HD Gaming Laptop With 9th Generation Intel® Core'" i7-9750H, 16GB Memory, 128GB SSD+ 1TB Hard Drive, GTX1660Ti 6GB Graphics and Windows 10, White"|884116315889
HP|Intel Ci3-8130U||128|2019-09-28 07:08|https://www.frys.com/product/9861255?site=sr:SEARCH:MAIN_RSLT_PG|14-df0023i3-8130U|317|4|14.0|Fry's|"HP 14-df0023 14'" Refurbished Laptop With Intel Ci3-8130U Processor, 4GB Memory, 128GB SSD, Windows 10"|193424231362
Samsung|Intel Celeron N4000||""|2019-09-28 07:08|https://www.frys.com/product/9930296?site=sr:SEARCH:MAIN_RSLT_PG|FlashCel.N4000|349|4|13.3|Fry's|"Samsung Notebook Flash Charcoal 13.3'" Laptop With Intel Celeron N4000 Processor, 4GB Memory, 64GB eMMC, Windows 10 Home S mode."|887276343402
Acer|AMD A4-9120C||""|2019-09-28 07:08|https://www.frys.com/product/9871325?site=sr:SEARCH:MAIN_RSLT_PG|CB315-25TXA4-9120C|279|4|15.6|Fry's|"Acer CB315-2H-25TX 15.6'" Chromebook With AMD A4-9120C Processor, 4GB Memory, 32GB eMMC, Chrome OS"|193199071583
Acer|AMD A9-9420||1000|2019-09-28 07:08|https://www.frys.com/product/9815065?site=sr:SEARCH:MAIN_RSLT_PG|A315-21-95KF|349|6|15.6|Fry's|"Acer Aspire 3 A315-21-95KF 15.6'" Laptop With AMD A9-9420 Processor, 6GB Memory, 1TB Hard Drive, Windows 10"|191114251423
Samsung|""||16|2019-09-28 07:08|https://www.frys.com/product/9099197?site=sr:SEARCH:MAIN_RSLT_PG|XE500C13-K04US|219|4|11.6|Fry's|"Samsung 11.6'" Chromebook with 4GB Memory, 16GB SSD, and Google Chrome OS"|887276201603
Acer|7th Generation Intel® Core||""|2019-09-28 07:08|https://www.frys.com/product/9576612?site=sr:SEARCH:MAIN_RSLT_PG|Aspire3A315-51-56GT|399|""|15.6|Fry's|"Aspire 3 A315-51-56GT 15.6'" Laptop with 7th Generation Intel® Core'" i5-7200U processor 4GB, 1TB, 802.11ac Windows 10"|191114485637
Acer|Intel Pentium N5000||""|2019-09-28 07:08|https://www.frys.com/product/9657133?site=sr:SEARCH:MAIN_RSLT_PG|A114-32-P7E5|299|4|14.0|Fry's|"Acer A114-32 14'" Laptop With Intel Pentium N5000 Processor, 4GB Memory, 64GB eMMC, Windows 10 Office 365 Included"|191114869840
Acer|Intel Celeron N4000||""|2019-09-28 07:08|https://www.frys.com/product/9658883?site=sr:SEARCH:MAIN_RSLT_PG|Spin1SP111-33-C6UV|269|4|11.6|Fry's|"Acer SP111-C6 11.6'" 2-in-1 Touchscreen Laptop With Intel Celeron N4000 Processor, 4GB Memory, 64GB eMMC, Windows 10, Office 365 Included"|191114870006
Lenovo|Intel Ci7-8565U||""|2019-09-28 07:08|https://www.frys.com/product/9848365?site=sr:SEARCH:MAIN_RSLT_PG|S340-15IWLi78565U|699|8|15.6|Fry's|"Lenovo Ideapad S340-15 15.6'" Full HD Laptop With Intel Ci7-8565U Processor, 8GB Memory, 256GB SSD, Windows 10"|193268985285
Acer|""||500|2019-09-28 07:08|https://www.frys.com/product/9764044?site=sr:SEARCH:MAIN_RSLT_PG|A315-31-C7CFCel.|299|4|15.6|Fry's|"Acer Aspire 3 A315-31-C7CF 15.6'" Intel Celeron N3350 Processor, 4GB Memory, 500GB Hard Drive, Windows 10"|191114594971
Dell|AMD Ryzen 3 2300U||1000|2019-09-28 07:08|https://www.frys.com/product/9850865?site=sr:SEARCH:MAIN_RSLT_PG|Insp173785R32300U|499|8|17.3|Fry's|"Dell i3785-A452BLK-PUS 17.3'" Laptop With AMD Ryzen 3 2300U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|884116315452
Ematic|Intel Atom||32|2019-09-28 07:08|https://www.frys.com/product/9753524?site=sr:SEARCH:MAIN_RSLT_PG|EWT117|159|2|11.6|Fry's|"Ematic EWT117 11.6'" 2-in-1 Touchscreen Laptop With Intel Atom Processor, 2GB Memory, 32GB Storage, Windows 10"|815592023098
Samsung|Intel Ci7-8565U||256|2019-09-28 07:08|https://www.frys.com/product/9930286?site=sr:SEARCH:MAIN_RSLT_PG|NP730i78565U|799|8|13.3|Fry's|"Samsung NP730XBE-K01US 13.3'" Laptop With Intel Ci7-8565U Processor, 8GB Memory, 256GB SSD, Windows 10"|887276338804
Samsung|Intel Celeron N3060||16|2019-09-28 07:08|https://www.frys.com/product/9099187?site=sr:SEARCH:MAIN_RSLT_PG|XE500C13-K05US|169.99|2|11.6|Fry's|"Samsung Chromebook 11.6'" Laptop with Intel Celeron N3060 Processor, 2GB Memory, 16GB Storage, Google Chrome OS"|887276201610
Samsung|Intel Celeron 3965Y||64|2019-09-28 07:08|https://www.frys.com/product/9737914?site=sr:SEARCH:MAIN_RSLT_PG|XE520QAB-K03US|449.99|4|12.2|Fry's|"Samsung XE520QAB-K03US 12.2'" Touchscreen 2-in-1 Chromebook Plus With Intel Celeron 3965Y Processor, 4GB Memory, 64GB Storage, Bulit in Pen, Chrome OS"|887276297132
HP|ntel Ci5-8265U||256|2019-09-28 07:08|https://www.frys.com/product/9944046?site=sr:SEARCH:MAIN_RSLT_PG|14-cd1055cli5-8265U|599|8|14.0|Fry's|"HP 14-cd1055cl 14'" Refurbished Touchscreen 2-in-1 Laptop WithIntel Ci5-8265U Processor, 8GB Memory, 256GB SSD, Windows 10 - Silver"|193808989636
Acer|Intel Ci7-8750H||256|2019-09-28 07:08|https://www.frys.com/product/9913866?site=sr:SEARCH:MAIN_RSLT_PG|A715-79R9i7-8750H|999|8|15.6|Fry's|"Acer A715-72G-79R9 15.6'" Laptop With Intel Ci7-8750H Processor, 8GB Memory, 256GB SSD, GTX 1050Ti 4GB Graphics, Windows 10"|191114868096
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914886?site=sr:SEARCH:MAIN_RSLT_PG|15-cs0051i5-8250U|549|8|15.6|Fry's|"HP 15-cs0051cl 15.6'" Refurbished Laptop With Intel Ci5-8250U Processor, 8GB Memory +16GB Optane Memory, 1TB Hard Drive, Windows 10. Pale Gold"|192545876865
Samsung|Intel Core i7||""|2019-09-28 07:08|https://www.frys.com/product/9469981?site=sr:SEARCH:MAIN_RSLT_PG|NP800G5H-XS1US|1599.99|16|15.6|Fry's|"Samsung NP800G5H-X51US Odyssey 15.6'" Full HD Gaming Laptop With Intel Core i7 Processor, 16GB Memory 1TB Harddrive + 128GB SSD with NVIDIA GTX 1060 6GB Graphics and Windows 10"|887276248820
Dell|Intel Ci7-8750H||""|2019-09-28 07:08|https://www.frys.com/product/9922676?site=sr:SEARCH:MAIN_RSLT_PG|G3579Ci7-8750H|949|16|15.6|Fry's|"Dell G3579-7009BLK-PUS 15.6'" FHD Laptop With Intel Ci7-8750H Processor, 16GB Memory, 512GB SSD, GTX1050Ti 4GB Graphics, Windows 10"|884116294009
Lenovo|Intel Ci7-8550U||512|2019-09-28 07:08|https://www.frys.com/product/9802395?site=sr:SEARCH:MAIN_RSLT_PG|IdeapadFlex6|1199|16|14.0|Fry's|"Lenovo IdeaPad Flex 6 14'" Touchscreen 2-in-1 Laptop With Intel Ci7-8550U Processor, 16GB Memory, 512GB SSD, Windows 10"|192330716864
EVOO|""||32|2019-09-28 07:08|https://www.frys.com/product/9696653?site=sr:SEARCH:MAIN_RSLT_PG|EVL2in1-1332-BK|299|4|13.3|Fry's|"EVOO 13.3'" Intel Celeron 2-in-1 Touchscreen Laptop With 4GB Memory, 32GB Hard Drive and Windows 10"|812550030471
HP|Intel Ci5-4300u||120|2019-09-28 07:08|https://www.frys.com/product/9877955?site=sr:SEARCH:MAIN_RSLT_PG|Folio1040G1i5-4300|317|8|14.0|Fry's|"HP Folio 1040G1 14'" Refurbished Laptop With Intel Ci5-4300u Processor, 8GB Memory, 120GB SSD, Windows 10"|696897761416
Microsoft|Intel Ci7||""|2019-09-28 07:08|https://www.frys.com/product/9177868?site=sr:SEARCH:MAIN_RSLT_PG|DAJ-00001|899|8|13.5|Fry's|"MS Surface 13.5'" Platinum Laptop With Intel Ci7 Processor, 8GB Memory, 256GB, Touch, Win10S DAJ-00001"|889842227093
HP|Intel Ci5-2520M||160|2019-09-28 07:08|https://www.frys.com/product/9911506?site=sr:SEARCH:MAIN_RSLT_PG|EB8460Pi5-2520M|187|4|14.0|Fry's|"HP EB 8460P 14'" Refurbished Laptop With Intel Ci5-2520M Processor, 4GB Memory, 160GB Hard Drive, DVDROM, Windows 10"|696897763823
HP|Intel Ci5-4300U||512|2019-09-28 07:08|https://www.frys.com/product/9841105?site=sr:SEARCH:MAIN_RSLT_PG|EB9480mi5-4300U|368|8|14.0|Fry's|"HP EB 9480m 14'" Refurbished Laptop With Intel Ci5-4300U Processor, 8GB Memory, 512GB SSD, Windows 10"|696897751295
LG|Ci7-7500U||512|2019-09-28 07:08|https://www.frys.com/product/9078147?site=sr:SEARCH:MAIN_RSLT_PG|15Z970-A.AAS7U1|999|16|15.6|Fry's|"LG 15Z970S 15.6'" Touchscreen Laptop With Ci7-7500U Processor, 16GB Memory, 512GB SSD, Touch Windows 10"|719192611108
LG|Ci5-7200U||256|2019-09-28 07:08|https://www.frys.com/product/9078257?site=sr:SEARCH:MAIN_RSLT_PG|15Z970-U.AAS5U1|499|8|15.6|Fry's|"LG 15Z970S 15.6'" Laptop With Ci5-7200U Processor, 8GB Memory, 256GB SSD, Windows 10"|719192611115
Dell|Intel Ci7-8750H||1000|2019-09-28 07:08|https://www.frys.com/product/9852375?site=sr:SEARCH:MAIN_RSLT_PG|G5155587i7-8750H|899|8|15.6|Fry's|"Dell G5587-7139BLK-PUS 15.6'" Laptop With Intel Ci7-8750H Processor, 8GB Memory, 1TB Hard Drive + 128GB SSD, GTX 1050Ti 4GB Graphics, Windows 10"|884116294139
Acer|Intel Ci7-8550U||1000|2019-09-28 07:08|https://www.frys.com/product/9657543?site=sr:SEARCH:MAIN_RSLT_PG|A515-51-84PS|899|12|15.6|Fry's|"Acer A515-51 15.6'" Laptop With Intel Ci7-8550U Processor, 12GB Memory, 1TB Hard Drive+128GB SSD, Windows 10"|191114595794
Dell|Intel Ci3-4005U||128|2019-09-28 07:08|https://www.frys.com/product/9730414?site=sr:SEARCH:MAIN_RSLT_PG|Latitude3340|221.07|4|13.3|Fry's|"Dell 3340 13.3'" Refurbished Laptop With Intel Ci3-4005U Processor, 4GB Memory, 128GB SSD, Win 10 Professional"|678021760458
HP|Intel Ci3-7020U||500|2019-09-28 07:08|https://www.frys.com/product/9930216?site=sr:SEARCH:MAIN_RSLT_PG|15-da0093i3-7020U|349|8|15.6|Fry's|"HP 15-da0093ca 15.6'" Touchscreen Refurbished Laptop With Intel Ci3-7020U Processor, 8GB Memory, 500GB Hard Drive, Windows 10"|192545944236
EVOO|Intel Celeron||32|2019-09-28 07:08|https://www.frys.com/product/9696593?site=sr:SEARCH:MAIN_RSLT_PG|EVC-125-3BK|199|2|12.5|Fry's|"Evoo EVC125 Intel Celeron 12.5'" Laptop With 2GB Memory, 32GB Hard Drive and Windows 10S Mode"|812550030181
EVOO|2GB Memory||""|2019-09-28 07:08|https://www.frys.com/product/9696623?site=sr:SEARCH:MAIN_RSLT_PG|EVC-1411-BK|199|2|14.1|Fry's|"Evoo 14.1'" Intel Atom Laptop With 2GB Memory, 32GB eMMC, Windows 10"|812550030242
HP|Intel Ci5-8250U||128|2019-09-28 07:08|https://www.frys.com/product/9856035?site=sr:SEARCH:MAIN_RSLT_PG|15-cr0091i5-8250U|549|8|15.6|Fry's|"HP cr0091 15.6'" 2-in-1 Touchscreen Refurbished Laptop With Intel Ci5-8250U Processor, 8GB Memory, 128GB SSD, Windows 10"|193015238213
Lenovo|Intel Ci5-5200U||360|2019-09-28 07:08|https://www.frys.com/product/9841175?site=sr:SEARCH:MAIN_RSLT_PG|TPT450i5-5200U|399|12|14.0|Fry's|"Lenovo TP T450 14'" Refurbished Laptop With Intel Ci5-5200U Processor, 12GB Memory, 360GB SSD, Windows 10"|696897751318
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914986?site=sr:SEARCH:MAIN_RSLT_PG|15-da0017i5-8250U|499|8|15.6|Fry's|"HP 15-da0017cy 15.6'" Refurbished Touchscreen Laptop With Intel Ci5-8250U Processor, 8GB Memory, 1TB Hard Drive + 16GB Optane, Windows 10 - Silver"|193015923966
Acer|AMD A9-9420e||1000|2019-09-28 07:08|https://www.frys.com/product/9871315?site=sr:SEARCH:MAIN_RSLT_PG|A315-90LCA9-9420e|449|12|15.6|Fry's|"Acer A315-21-90LC 15.6'" Laptop With AMD A9-9420e Processor, 12GB Memory, 1TB Hard Drive, Windows 10"|193199075475
Microsoft|""||256|2019-09-28 07:08|https://www.frys.com/product/9178888?site=sr:SEARCH:MAIN_RSLT_PG|DAG-00007|699|8|13.5|Fry's|"Microsoft Surface 13.5'" Cobalt Blue Touchscreen Laptop with i5 Processor, 8GB Memory, 256GB SSD, Windows 10S"|889842170658
